订单编号,平台订单号,商品图片,SKU列表,货代,货代渠道,快递单号,订单总额,称重重量,结算重量,实际到款金额,实际采购成本,实际快递费用,包装费,实际毛利润,付款日期,店铺名,发货时间,国家,结算运费
367925,82757494520861,http://g01.a.alicdn.com/kf/UT8n.yWX3JXXXagOFbXV.jpg,MSJN003-45bluemen10*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM326209766CN,47.32,1017,,44.95,100.0,,0.5,-55.55,2017-03-23 03:59:39,NH,2017-03-27 15:58:08,France,93.19
368199,82923547274075,http://g04.a.alicdn.com/kf/UT8QyBHXWJaXXagOFbX3.jpg,CSRB053white*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LW066056155CN,70.005,224,,66.5,64.92,,0.5,1.08,2017-03-29 01:15:42,NH,2017-03-30 16:00:35,United States,25.8
367698,82708625943182,http://g02.a.alicdn.com/kf/UT8zwuHXZVbXXagOFbXK.jpg,BGRB058blueL*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM318755455CN,35.75,54,,33.96,17.76,,0.5,15.7,2017-03-19 03:35:38,NH,2017-03-21 15:41:49,Ukraine,25.78
368253,82956984549940,http://g01.a.alicdn.com/kf/UT8g3vyX.8bXXagOFbXQ.jpg,OBJF081black*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM333780642CN,31.33,80,,29.76,13.5,,0.5,15.76,2017-03-29 11:01:52,NH,2017-03-31 15:49:58,Ukraine,27.6
366551,501663646852778,http://g02.a.alicdn.com/kf/UT8e0xfX10XXXagOFbXl.jpg,BGRB058blueM*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM291252695CN,35.75,53,,33.96,17.62,,0.5,15.84,2017-02-27 08:04:24,NH,2017-03-01 15:35:08,France,25.71
367689,82772271796110,http://g01.a.alicdn.com/kf/UT8t7fcX.lbXXagOFbXw.jpg,OBJF081black*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM320409217CN,31.33,80,,29.76,12.34,,0.5,16.92,2017-03-19 05:32:32,NH,2017-03-22 15:49:34,Ukraine,27.6
366803,82367530926060,http://g02.a.alicdn.com/kf/UT8p4mIX_haXXagOFbXK.jpg,OBJF081grey*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM300476305CN,31.33,83,,29.76,11.75,,0.5,17.51,2017-03-04 09:55:10,NH,2017-03-09 12:57:44,Ukraine,27.81
366503,82283181577379,http://g02.a.alicdn.com/kf/UT8HAyXX4dXXXagOFbXY.jpg,BGDY149redS*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM293465384CN,41.99,68,,39.89,21.0,,0.5,18.39,2017-02-26 13:52:29,NH,2017-03-02 15:59:35,Russian Federation,13.44
367797,501945268710699,http://g02.a.alicdn.com/kf/UT8V.LeX_pXXXagOFbXG.jpg,TSZS001whiteXXL*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM323176220CN,51.935,0,,49.34,29.0,,0.5,19.84,2017-03-19 02:52:39,NH,2017-03-24 15:20:17,France,22.0
367551,82710833436018,http://g01.a.alicdn.com/kf/UT8xY99X2xcXXagOFbXP.jpg,BGOY075redL*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM315055074CN,39.975,45,,37.98,17.0,,0.5,20.48,2017-03-16 02:21:12,NH,2017-03-18 14:59:38,Ukraine,25.15
367135,82547436671650,http://g01.a.alicdn.com/kf/UT84.JPXWdXXXagOFbX1.jpg,BGRB057redXL*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM305575923CN,43.615,82,,41.43,18.76,,0.5,22.17,2017-03-08 05:17:03,NH,2017-03-11 14:50:00,France,27.74
367751,82727780015748,http://g02.a.alicdn.com/kf/UT8RxJiX3hXXXagOFbXw.jpg,BGRB057blueM*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM317801114CN,43.615,73,,41.43,18.76,,0.5,22.17,2017-03-19 22:56:19,NH,2017-03-20 15:23:46,Ukraine,27.11
367702,501952341159613,http://g02.a.alicdn.com/kf/UT8E6tMX4RXXXagOFbX5.jpg,BGRB057blueXL*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM316671951CN,43.615,77,,41.43,18.76,,0.5,22.17,2017-03-19 11:45:40,NH,2017-03-20 15:24:33,France,27.39
368459,83072756271036,http://g02.a.alicdn.com/kf/UT8E6tMX4RXXXagOFbX5.jpg,BGRB057blueL*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM333780466CN,43.615,80,,41.43,18.76,,0.5,22.17,2017-03-30 11:48:32,NH,2017-03-31 15:49:53,Ukraine,27.6
366480,501674018758658,http://g02.a.alicdn.com/kf/UT8KsmwXVXbXXagOFbXA.jpg,BGFL125pinkM*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM293498250CN,54.86,70,,52.12,28.5,,1.3,22.32,2017-02-27 06:42:00,NH,2017-03-02 15:52:26,France,26.9
367817,82807118901149,http://g01.a.alicdn.com/kf/UT8MVYdX4pcXXagOFbXb.jpg,OBJF071armygreenOther*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM322885854CN,44.07,0,,41.87,18.5,,0.5,22.87,2017-03-20 17:01:03,NH,2017-03-24 15:20:07,Canada,22.0
366419,501651887158992,http://g02.a.alicdn.com/kf/UT8CpGxX74XXXagOFbXz.jpg,BCFL101blackgreenM*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM291874810CN,40.885,57,,38.84,15.0,,0.5,23.34,2017-02-26 09:25:57,NH,2017-03-01 15:35:11,France,25.99
366514,82242689837087,http://g01.a.alicdn.com/kf/UT8e6CdXYBaXXagOFbXs.jpg,OBJF071blackOther*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LT895470975CN,44.785,0,,42.55,18.5,,0.5,23.55,2017-02-27 13:30:00,NH,2017-03-03 15:35:22,United States,14.6
367010,82454549119347,http://g02.a.alicdn.com/kf/UT8RxJiX3hXXXagOFbXw.jpg,BGRB057blueL*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM301552079CN,45.825,79,,43.53,18.76,,0.5,24.27,2017-03-07 04:49:23,NH,2017-03-08 16:46:41,Russian Federation,14.32
366734,82313564808954,http://g02.a.alicdn.com/kf/UT8oxKHXWlaXXagOFbXh.jpg,BAQK131black*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM295977783CN,34.84,193,,33.1,5.7,,0.5,26.9,2017-03-03 04:50:45,NH,2017-03-04 15:48:13,Ukraine,35.51
366864,82382731477337,http://g01.a.alicdn.com/kf/UT8oEyMX3tXXXagOFbXp.jpg,BAQK130black*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM297781311CN,35.88,203,,34.09,6.5,,0.5,27.09,2017-03-05 06:52:00,NH,2017-03-06 16:12:34,Ukraine,36.21
367273,501856869240652,http://g02.a.alicdn.com/kf/UT852iQX4lXXXagOFbX4.jpg,BAQK130black*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM307366619CN,36.335,0,,34.52,6.5,,0.5,27.52,2017-03-12 08:13:45,NH,2017-03-13 15:36:31,Ukraine,22.0
368005,82821781974190,http://g02.a.alicdn.com/kf/UT8oxKHXWlaXXagOFbXh.jpg,BAQK131black*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,lm324395147cn,36.205,186,,34.39,5.7,,0.5,28.19,2017-03-24 14:32:42,NH,2017-03-25 15:11:12,Canada,35.02
367717,82636363380755,http://g01.a.alicdn.com/kf/UT8Kt6cX64bXXagOFbXj.jpg,BCQK087blackL*2,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LW023901060CN,76.31,146,,72.49,40.0,,0.5,31.99,2017-03-18 16:31:26,NH,2017-03-21 15:41:53,United States,20.68
366883,82376459321370,http://g03.a.alicdn.com/kf/UT824aLX_lXXXagOFbXA.jpg,BABC146blue*1<br/>BAQK106blue*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM301808446CN,53.235,151,,50.57,16.5,,0.5,33.57,2017-03-05 00:33:26,NH,2017-03-08 16:46:33,Ukraine,32.57
367210,82486403312124,http://g01.a.alicdn.com/kf/UT8.A0LXWdXXXagOFbXq.jpg,CSRB053blue*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM307366698CN,71.435,0,,67.86,32.48,,0.5,34.88,2017-03-11 11:29:01,NH,2017-03-13 15:36:26,Ukraine,22.0
368218,82974353645995,http://g01.a.alicdn.com/kf/UT8.A0LXWdXXXagOFbXq.jpg,CSRB053blue*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM331668654CN,71.435,237,,67.86,32.48,,0.5,34.88,2017-03-29 00:24:31,NH,2017-03-30 16:00:11,Ukraine,38.59
367094,82539192144960,http://g01.a.alicdn.com/kf/UT8F7BEX8BXXXagOFbXR.jpg,CSRB053white*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM302388498CN,71.435,277,,67.86,32.46,,0.5,34.9,2017-03-07 17:52:25,NH,2017-03-09 12:57:50,Canada,41.39
367073,82537510070392,http://g01.a.alicdn.com/kf/UT8F7BEX8BXXXagOFbXR.jpg,CSRB053white*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM302388524CN,71.435,279,,67.86,32.46,,0.5,34.9,2017-03-07 14:32:33,NH,2017-03-09 12:57:57,Canada,41.53
367180,82515621575930,http://g04.a.alicdn.com/kf/UT8QyBHXWJaXXagOFbX3.jpg,CSRB053white*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM305575954CN,71.435,246,,67.86,32.46,,0.5,34.9,2017-03-09 23:01:50,NH,2017-03-11 14:50:05,Ukraine,39.22
366696,82339506565753,http://g02.a.alicdn.com/kf/UT86.lDXZtaXXagOFbXt.jpg,CSRB053red*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM294669242CN,71.435,246,,67.86,32.42,,0.5,34.94,2017-03-01 13:01:27,NH,2017-03-03 15:35:12,France,39.22
367847,82729973796886,http://g04.a.alicdn.com/kf/UT8pYHjXWxaXXagOFbXa.jpg,BCFL104blackblueM*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LW039875623CN,54.535,0,,51.81,16.0,,0.5,35.31,2017-03-21 14:14:35,NH,2017-03-24 15:20:12,United States,14.6
368399,82916405705370,http://g03.a.alicdn.com/kf/UT89pC.X6tbXXagOFbXH.jpg,CSRB051black*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM333780523CN,69.485,233,,66.01,29.75,,0.5,35.76,2017-03-30 03:52:26,NH,2017-03-31 15:50:04,Saudi Arabia,38.31
366621,82383993631498,http://g01.a.alicdn.com/kf/UT8DsywX8NXXXagOFbXN.jpg,SSHN118-43blackmen10.5*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM300476274CN,96.2,285,,91.39,55.0,,0.5,35.89,2017-02-28 02:49:22,NH,2017-03-08 16:46:10,Saudi Arabia,41.95
367142,82453820102839,http://g02.a.alicdn.com/kf/UT8M71OXYNbXXagOFbXZ.jpg,DSKM059-29gold3.5*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LT939908025CN,69.68,48,,66.2,29.0,,1.3,35.9,2017-03-09 00:24:07,AG,2017-03-13 12:44:07,United States,14.6
366431,82341235373441,http://g02.a.alicdn.com/kf/UT8yY0QX5FXXXagOFbXH.jpg,OBJF085red*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LT884329740CN,70.785,332,,67.25,30.34,,0.5,36.41,2017-02-25 19:32:00,NH,2017-03-01 15:35:04,United States,33.9
366893,82343520361478,http://g01.a.alicdn.com/kf/UT8q3lGX1FXXXagOFbXH.jpg,CSRB051white*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM297781395CN,70.785,276,,67.25,29.48,,0.5,37.27,2017-03-04 14:39:41,NH,2017-03-06 16:12:39,Canada,41.32
366972,82486717145386,http://g01.a.alicdn.com/kf/UT8GpFGX00XXXagOFbXo.jpg,CSRB051white*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM300468383CN,70.79,273,,67.25,29.48,,0.5,37.27,2017-03-05 07:52:53,NH,2017-03-08 16:46:45,France,41.11
367098,82456539351318,http://g01.a.alicdn.com/kf/UT8q3lGX1FXXXagOFbXH.jpg,CSRB051white*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM305575937CN,70.785,248,,67.25,29.48,,0.5,37.27,2017-03-08 18:16:39,NH,2017-03-11 14:50:11,Canada,39.36
368517,82997530174138,http://g02.a.alicdn.com/kf/UT8Z_8FX1JXXXagOFbX6.jpg,CSRB051red*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM334305968CN,70.785,247,,67.25,29.48,,0.5,37.27,2017-03-30 20:47:02,NH,2017-03-31 15:50:23,Canada,39.29
366434,82267781157592,http://g01.a.alicdn.com/kf/UT8DsywX8NXXXagOFbXN.jpg,SSHN118-42blackmen10*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM290059170CN,97.955,269,,93.06,55.0,,0.5,37.56,2017-02-25 15:55:35,NH,2017-03-02 16:00:00,France,40.83
367900,82859117317503,http://g01.a.alicdn.com/kf/UT8GpFGX00XXXagOFbXo.jpg,CSRB051white*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM322885766CN,72.085,0,,68.48,29.48,,0.5,38.5,2017-03-23 11:01:21,NH,2017-03-24 15:19:46,Ukraine,22.0
368123,82842655260203,http://g01.a.alicdn.com/kf/UT8q3lGX1FXXXagOFbXH.jpg,CSRB051white*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM329101255CN,72.085,240,,68.48,29.48,,0.5,38.5,2017-03-28 01:00:28,NH,2017-03-29 15:45:31,Ukraine,38.8
367947,82726729381646,http://g03.a.alicdn.com/kf/UT8e6jlX9NaXXagOFbXD.jpg,BHBC027blackblue*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM326209735CN,79.495,268,,75.52,36.5,,0.5,38.52,2017-03-23 10:54:47,NH,2017-03-27 15:58:19,France,40.76
367929,501986710331150,http://g02.a.alicdn.com/kf/UT8iufjX44bXXagOFbXo.jpg,BGDY144blueL*1<br/>BGDY144redL*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM326209721CN,84.89,102,,80.65,41.6,,0.5,38.55,2017-03-23 01:19:41,NH,2017-03-27 15:58:44,France,29.14
367222,501826978410605,http://g01.a.alicdn.com/kf/UT8cYqMXWJXXXagOFbXz.jpg,BHFL041pink*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM311356944CN,96.005,289,,91.2,51.8,,0.5,38.9,2017-03-11 07:26:43,NH,2017-03-15 16:29:35,Saudi Arabia,42.23
367304,501834878971849,http://g03.a.alicdn.com/kf/UT8R2hDX8xaXXagOFbXV.jpg,CSRB053blue*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM307850190CN,75.79,0,,72.0,32.48,,0.5,39.02,2017-03-10 18:14:30,NH,2017-03-13 15:36:35,Russian Federation,8.0
367519,501876240151862,http://g02.a.alicdn.com/kf/UT86.lDXZtaXXagOFbXt.jpg,CSRB053red*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM313808695CN,75.79,238,,72.0,32.42,,0.5,39.08,2017-03-15 22:40:17,NH,2017-03-17 16:00:57,Russian Federation,27.04
367003,82530158714040,http://g02.a.alicdn.com/kf/UT8AzKOX30bXXagOFbX5.jpg,BGRB056redM*2,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM301552082CN,68.64,107,,65.21,23.58,,0.5,41.13,2017-03-07 08:41:14,NH,2017-03-08 16:46:48,Canada,29.49
368447,502118274430403,http://g02.a.alicdn.com/kf/UT8jsVFX8tXXXagOFbXB.jpg,CSRB051black*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LX302195767CN,75.465,232,,71.69,29.75,,0.5,41.44,2017-03-30 04:24:53,NH,2017-03-31 15:50:10,Israel,38.24
367878,82786383493218,http://g02.a.alicdn.com/kf/UT8Z5JGX6xXXXagOFbXH.jpg,CSRB051blue*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM321981324CN,73.385,233,,69.72,26.54,,0.5,42.68,2017-03-22 15:20:04,NH,2017-03-23 15:53:00,Canada,38.31
367397,82601268622993,http://g03.a.alicdn.com/kf/UT876B6X4FXXXagOFbXx.jpg,BABC071*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM311081581CN,65.715,251,,62.43,19.0,,0.5,42.93,2017-03-14 02:25:29,NH,2017-03-15 16:30:12,Saudi Arabia,39.57
367858,82708324203146,http://g03.a.alicdn.com/kf/UT89pC.X6tbXXagOFbXH.jpg,CSRB051black*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM321981315CN,77.74,241,,73.85,29.75,,0.5,43.6,2017-03-22 10:59:54,NH,2017-03-23 15:53:07,Russian Federation,27.28
366374,501621001810552,http://g01.a.alicdn.com/kf/UT8xsyuX3lXXXagOFbXT.jpg,SSHN118-42blackmen10*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM293015527CN,104.455,279,,99.23,55.0,,0.5,43.73,2017-02-23 23:01:12,NH,2017-03-02 15:59:54,Russian Federation,30.32
367581,82627819053938,http://g01.a.alicdn.com/kf/UT8VBW.X08bXXagOFbXk.jpg,CSLT122C02black*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM317531139CN,84.435,266,,80.21,35.0,,0.5,44.71,2017-03-16 14:46:21,NH,2017-03-20 15:24:12,Canada,40.62
366649,501730954234802,http://g01.a.alicdn.com/kf/UT865BiX8dXXXagOFbX6.jpg,BARB092black*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM294669239CN,57.85,376,,54.96,7.95,,0.5,46.51,2017-03-02 14:13:43,NH,2017-03-03 15:35:28,France,48.32
367840,501961302220451,http://g02.a.alicdn.com/kf/UT8Os6gX34aXXagOFbXI.jpg,BCFL065pinkS*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM323408215CN,76.83,0,,72.99,25.0,,0.5,47.49,2017-03-20 07:28:04,NH,2017-03-24 15:20:00,France,22.0
367345,501871787984973,http://g01.a.alicdn.com/kf/UT8krm5X2BaXXagOFbXT.jpg,DSKM039-28silver13*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM317531156CN,81.835,233,,77.74,28.0,,0.5,49.24,2017-03-13 09:17:49,NH,2017-03-20 15:24:26,France,38.31
367580,501900933238215,http://g02.a.alicdn.com/kf/UT89B6aX78XXXagOFbXU.jpg,BCWF081blackXL*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM317801088CN,118.95,170,,113.0,62.99,,0.5,49.51,2017-03-16 13:29:40,NH,2017-03-20 15:23:12,France,33.9
367862,82781261985167,http://g03.a.alicdn.com/kf/UT81xu4X7pXXXagOFbXQ.jpg,BGRB056greyM*1<br/>BGRB057greyM*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM321981298CN,84.955,123,,80.71,30.59,,0.5,49.62,2017-03-22 10:12:14,NH,2017-03-23 15:53:13,Russian Federation,17.84
367352,82648074105165,http://g01.a.alicdn.com/kf/UT8_spcX3dXXXagOFbX3.jpg,BARB092black*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM312456538CN,61.815,375,,58.72,7.95,,0.5,50.27,2017-03-13 05:20:39,NH,2017-03-16 15:23:10,Russian Federation,38.0
367350,82554335738463,http://g01.a.alicdn.com/kf/UT8_spcX3dXXXagOFbX3.jpg,BARB092black*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM312456555CN,62.725,368,,59.59,7.95,,0.5,51.14,2017-03-13 07:59:28,NH,2017-03-16 15:23:03,Russian Federation,37.44
366629,82418111085643,http://g02.a.alicdn.com/kf/UT8t8mDX.0XXXagOFbXQ.jpg,OCJJ055greenXL*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LT900971040CN,122.525,168,,116.4,62.5,,0.5,53.4,2017-03-01 17:56:38,NH,2017-03-04 15:48:18,United States,22.44
368126,82879426073752,http://g02.a.alicdn.com/kf/UT87YhKX9XXXXagOFbXl.jpg,SKTN001-31skyblue13*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM334254988CN,104.065,383,,98.86,44.0,,0.5,54.36,2017-03-28 00:37:42,NH,2017-03-31 15:49:41,France,48.81
367481,82692678389506,http://g02.a.alicdn.com/kf/UT8bqt.XYFXXXagOFbX9.jpg,DSBC001-35red4.5*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM312456572CN,97.435,423,,92.56,37.0,,0.5,55.06,2017-03-15 05:43:41,NH,2017-03-16 15:23:23,Ukraine,51.61
366517,82245204324778,http://g02.a.alicdn.com/kf/UT8C1yAXZxXXXagOFbX5.jpg,SKTN065-33lakeblue2*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LT890744531CN,113.035,401,,107.38,50.4,,0.5,56.48,2017-02-27 15:42:01,NH,2017-03-02 15:59:41,United States,39.08
367686,82680854151067,http://g03.a.alicdn.com/kf/UT8fYi5XZFaXXagOFbXf.jpg,SKTN002-30royalblue12*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM320641942CN,106.535,353,,101.21,44.15,,0.5,56.56,2017-03-19 09:01:43,NH,2017-03-22 15:49:22,Russian Federation,36.24
367058,82484064574819,http://g02.a.alicdn.com/kf/UT8Q1CSX_FaXXagOFbXG.jpg,SSHN125-38C03greenwomen7.5*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM307850314CN,104.585,0,,99.36,42.0,,0.5,56.86,2017-03-08 11:22:23,NH,2017-03-13 15:36:21,Canada,22.0
367556,501870922586423,http://g03.a.alicdn.com/kf/UT8DquGX58XXXagOFbXA.jpg,DSBC001-40golden7*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM313808704CN,101.075,487,,96.02,37.84,,0.5,57.68,2017-03-15 10:50:52,NH,2017-03-17 16:00:49,France,56.09
366519,501696741470174,http://g02.a.alicdn.com/kf/UT8T4h3XYBXXXagOFbXT.jpg,DSKM057-39silver8.5*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM293015558CN,93.86,311,,89.17,29.4,,0.5,59.27,2017-02-27 15:13:22,NH,2017-03-02 16:00:09,France,43.77
368385,83041991211937,http://g01.a.alicdn.com/kf/UT8bwGHXWNaXXagOFbXu.jpg,DSBC001-37black5.5*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LW066892731CN,102.895,443,,97.75,37.85,,0.5,59.4,2017-03-29 22:39:00,NH,2017-03-30 16:00:04,United States,42.22
367485,82594057114807,http://g02.a.alicdn.com/kf/UT8bqt.XYFXXXagOFbX9.jpg,DSBC001-38red6*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM312456586CN,103.935,463,,98.74,38.04,,0.5,60.2,2017-03-15 04:23:16,NH,2017-03-16 15:23:18,Saudi Arabia,54.41
366507,82218208127887,http://g02.a.alicdn.com/kf/UT8GBmvXZFaXXagOFbXa.jpg,DSKM058-40silver9*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM293015544CN,99.385,415,,94.42,33.4,,0.5,60.52,2017-02-26 06:39:52,NH,2017-03-02 15:59:48,France,51.05
367710,82762799788868,http://g02.a.alicdn.com/kf/UT80uigX5xXXXagOFbXq.jpg,DSBC001-37golden5.5*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM316671982CN,103.935,438,,98.74,37.7,,0.5,60.54,2017-03-18 15:06:06,NH,2017-03-20 15:23:52,France,52.66
366894,82370535045452,http://g02.a.alicdn.com/kf/UT8WCJLX6lXXXagOFbXc.jpg,DSBC001-38black6*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM301583765CN,103.935,444,,98.74,37.62,,0.5,60.62,2017-03-04 13:08:51,NH,2017-03-08 16:46:18,Canada,53.08
367459,82621221101820,http://g01.a.alicdn.com/kf/UT8eCJ7XVXaXXagOFbXm.jpg,DSBC001-38golden6*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LT952607008CN,103.935,464,,98.74,37.0,,0.5,61.24,2017-03-14 19:40:49,NH,2017-03-15 16:29:47,United States,43.8
368022,82790137744063,http://g02.a.alicdn.com/kf/UT8X9uYX2paXXagOFbXj.jpg,DSBC001-40white7*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LM326534898CN,104.78,496,,99.54,37.62,,0.5,61.42,2017-03-25 05:32:00,NH,2017-03-27 15:57:51,Ukraine,56.72
367949,82732167044013,http://g02.a.alicdn.com/kf/UT8bqt.XYFXXXagOFbX9.jpg,DSBC001-38red6*1,预报E邮宝(新接口),【预报E邮宝(新接口)】E邮宝,LW038038005CN,106.015,0,,100.71,38.04,,0.5,62.17,2017-03-23 16:20:53,NH,2017-03-24 15:19:54,United States,14.6
